Call Center ID,Operator Name,Issue Type,Response Time (mins),Call Time and Date,Number of Calls Daily
37e9dd43-7be2-4146-bb45-b1f5fcc82b9f,Dean Young,Road Block,10,2024-03-22 00:00:00.661782,1491
ee9f63be-9ce9-4d3d-8b73-413a53bc26e6,Regina Conley,Accident,15,2024-04-26 00:00:00.395490,1889
08e90e3a-c7db-4710-b39c-15815cbc05e2,Nancy Dawson,Toll Issue,2,2024-01-03 00:00:00.048038,1459
b4c17ee2-abe9-40cf-8389-e0e86a9c1278,Kristen Montoya,Traffic Signal Fault,30,2024-03-24 00:00:00.378177,1503
ada491d7-ba5a-43a7-8227-2e649211bec2,Kenneth Wells,Toll Issue,7,2024-03-28 00:00:00.556758,1128
247d8bc4-efde-46e0-8829-b3ab8b3c655b,Regina Conley,Road Block,22,2024-01-09 00:00:00.696100,1869
41f124c2-6549-4229-b5d8-d62875f45f72,Krista Taylor,Road Block,1,2024-03-18 00:00:00.228624,1052
b5b3c96a-5cef-4d45-90f7-d3159ae502d9,Matthew Keller,Transport Query,20,2024-03-28 00:00:00.436167,1128
f0d7d5db-b4e4-42f9-8225-432b739fa1a0,Matthew Keller,Accident,27,2024-06-03 00:00:00.191296,1745
964380a1-7b8a-4448-b23b-56bbe53132f6,Shawn Moses,Transport Query,26,2024-06-04 00:00:00.057166,1137
02419125-b6c4-4cc1-8dc6-ece5cf274297,Ralph Horton,Road Block,22,2024-02-01 00:00:00.412075,1853
6cfe7956-ee43-4005-ab12-a4d7f4a9d1d1,Kimberly Reid,Complaint,5,2024-06-04 00:00:00.885405,1137
a13d8a2e-6417-4e0b-861d-7d96787a4fb4,Jeffrey Harding,Transport Query,16,2024-06-22 00:00:00.978396,1280
250644d7-c098-400f-be55-14c6210082de,Michael Gonzalez,Traffic Signal Fault,30,2024-02-01 00:00:00.582930,1853
e490f085-5e72-43b0-a540-faf114fd63fa,Joseph Gray,Accident,19,2024-06-20 00:00:00.550834,1903
0706b673-bd16-4d4e-9160-5d1e74a72955,Christine Christensen,Accident,12,2024-05-05 00:00:00.135653,1992
ff7600f7-d4f9-465e-90cf-f57ea4e8301a,Cameron Cordova,Accident,26,2024-03-18 00:00:00.415990,1052
b2fbd991-5130-4ed0-b5f5-e35cc4cfd21c,Nicole Stone,Complaint,12,2024-06-03 00:00:00.405230,1745
6c05e6d4-1775-43f0-8a07-829e317f18ad,Carrie Quinn,Toll Issue,28,2024-03-28 00:00:00.787180,1128
cb7f0bf6-6975-4664-be44-64c78f053431,Kimberly Reid,Complaint,16,2024-02-29 00:00:00.864283,1246
997129f6-78d0-4000-890c-cefbc2d54645,Anna Parsons,Transport Query,7,2024-01-09 00:00:00.603452,1869
f9badd18-d5a2-4dc6-bffa-4544097d5835,Krista Taylor,Accident,27,2024-03-29 00:00:00.944577,1686
8aa9b151-6eee-4336-b590-c2bd3c8e7d8b,Krista Taylor,Toll Issue,9,2024-06-04 00:00:00.529945,1137
0058c1d1-20a3-44f4-add7-c325c7b85283,Jessica Nunez,Transport Query,20,2024-02-01 00:00:00.026864,1853
893da5e7-d9c0-4470-9501-47f31770e3a9,Morgan Valdez,Traffic Signal Fault,29,2024-03-03 00:00:00.455385,1490
5e09d3d4-74fc-4902-afa5-2589d57596bc,Jon Ward,Transport Query,5,2024-06-04 00:00:00.630433,1137
46da7201-46dc-4a36-9c3a-0fb8bfc4cc22,Mary Allen,Accident,12,2024-05-05 00:00:00.828591,1992
5082d59c-0653-47f6-9856-a9b3ecc51a36,Samantha Holland,Transport Query,11,2024-06-20 00:00:00.450172,1903
dda5effa-be7d-4256-b16d-6e805f0deb2e,Mary Allen,Traffic Signal Fault,28,2024-02-01 00:00:00.676425,1853
28584057-534e-44da-af8b-1f45894e1706,Sean Harvey,Traffic Signal Fault,28,2024-02-09 00:00:00.687567,1632
b1d1e442-30a3-4c1c-8e4c-1313e91fa875,Joseph Roberts,Road Block,10,2024-03-18 00:00:00.172579,1052
2a2bf3df-d9f7-4b91-b954-e01a175481f1,Krista Taylor,Traffic Signal Fault,17,2024-06-20 00:00:00.894306,1903
899a742d-b738-46d7-bb57-81ebf9ee3515,Matthew Robinson,Traffic Signal Fault,26,2024-02-29 00:00:00.079727,1246
9cddde00-b632-427f-99ad-372f70d20941,Jon Ward,Complaint,4,2024-02-01 00:00:00.431183,1853
6ccbcb3b-76ef-4274-babf-00da0a4f7511,Keith Preston,Transport Query,28,2024-01-23 00:00:00.656899,1688
dae8afed-1975-4a61-818e-f98a82b530e7,Kimberly Reid,Transport Query,29,2024-03-22 00:00:00.613960,1491
8ba43b19-0a81-4770-a155-2271fdab80c1,Christine Christensen,Toll Issue,21,2024-04-10 00:00:00.978390,1646
53e0ecf8-4989-435d-8cc0-a3c6a8430c0a,Hailey Hopkins,Complaint,21,2024-01-21 00:00:00.829028,1675
c03a4a41-4f0f-4258-a74a-c23eae632bf0,Hailey Hopkins,Road Block,14,2024-03-18 00:00:00.716317,1052
4640a2d1-ba4a-4483-8554-b1b11760430b,Kristen Montoya,Complaint,22,2024-05-05 00:00:00.019174,1992
434277f6-68c0-47b6-a945-7ebd0a33f370,Jeffrey Harding,Transport Query,6,2024-06-04 00:00:00.483870,1137
52b1d873-a7f4-4a4f-b6fc-108babb8b5e7,Keith Durham,Road Block,13,2024-06-03 00:00:00.599931,1745
8cf5f83d-4903-4aa8-a19c-b40871a228ab,Shawn Moses,Toll Issue,30,2024-03-03 00:00:00.779951,1490
72260a31-b058-4f38-b2ab-d04f7435b558,Ralph David,Complaint,3,2024-02-09 00:00:00.746369,1632
8c63ff22-7616-4d88-8286-aa590eaad359,Carrie Quinn,Toll Issue,3,2024-03-29 00:00:00.016123,1686
6bc5ed38-8e21-46eb-91ce-5be13c9f766f,Keith Durham,Road Block,15,2024-02-21 00:00:00.347935,1036
311e41e2-545f-470a-ac3e-7d97f6165ba3,Michael Gonzalez,Toll Issue,1,2024-05-05 00:00:00.515764,1992
8426ed43-c342-4c6f-a8f9-2710bed3dbd3,David Price,Road Block,30,2024-01-23 00:00:00.298337,1688
17f69064-8de9-487e-bdbc-12b6d81aaaea,Shawn Moses,Road Block,18,2024-02-29 00:00:00.114471,1246
4786d5fd-d5a5-4b4c-8033-dda08332d52d,Regina Conley,Road Block,23,2024-04-26 00:00:00.599505,1889
1af2cea9-83ef-4d11-b7a3-6ff2f6bb40e0,Stacey Lambert,Accident,19,2024-03-28 00:00:00.671113,1128
5b95f189-f177-49cb-9d61-a4070361d1a0,Kristina Werner,Traffic Signal Fault,30,2024-02-01 00:00:00.910658,1853
dbf5e915-5e9b-4dc4-ad24-a69d25fdd32c,Cynthia Freeman,Toll Issue,3,2024-06-20 00:00:00.527488,1903
f57ae124-2778-477d-b059-d03c7b0de9bd,Hailey Hopkins,Traffic Signal Fault,13,2024-04-26 00:00:00.992476,1889
df2636cc-3a89-45ba-ade9-3613a1a56b92,Jerry Johnson,Road Block,19,2024-05-05 00:00:00.724187,1992
10d3c9d3-879e-4649-938d-09944baa9cb6,Kristina Werner,Toll Issue,9,2024-01-31 00:00:00.293909,1559
02808bb4-9389-469d-a0e6-4fb39b1e779c,Dean Young,Toll Issue,28,2024-03-29 00:00:00.852025,1686
c0584b16-11fc-4fc3-8a20-3a9c1689c9d6,Cameron Cordova,Transport Query,9,2024-06-03 00:00:00.660384,1745
9fc4a28e-2d76-4def-afc2-b0e8b7ddf597,Regina Conley,Road Block,19,2024-01-23 00:00:00.302676,1688
9d64ae49-f2c2-48fa-9b03-b386befd59f3,Andrew Boyer,Traffic Signal Fault,10,2024-06-03 00:00:00.189870,1745
4b07f361-fdc7-442a-94dd-a33882d93727,Jason Thompson,Complaint,29,2024-01-23 00:00:00.652525,1688
2bc9239b-7733-46df-9775-b7ce425c3f95,Kristen Montoya,Road Block,10,2024-06-22 00:00:00.504789,1280
647923e9-08dc-48e2-b91b-7d1eb23ed39a,Cynthia Freeman,Transport Query,4,2024-06-03 00:00:00.325472,1745
8827914a-3b6d-4f6b-8441-96b724d4b1a8,Dean Young,Toll Issue,20,2024-06-03 00:00:00.340427,1745
cda1d5a9-abfa-4237-871b-9f9d962af61a,Benjamin Hammond,Accident,26,2024-04-10 00:00:00.132023,1646
6fc20bc0-5b2f-4c06-b57e-e9b77459937f,Keith Durham,Transport Query,6,2024-01-09 00:00:00.794439,1869
e2304933-0adc-4451-b433-009547a1b024,Anna Parsons,Toll Issue,23,2024-02-21 00:00:00.351974,1036
acf2814f-c83e-47af-bb3f-47006623f3f3,Cynthia Freeman,Traffic Signal Fault,25,2024-02-21 00:00:00.233151,1036
2359d809-4135-429e-b160-befa6a276161,Christine Christensen,Transport Query,2,2024-03-28 00:00:00.065226,1128
21c04318-94af-40e7-81d3-ca40a48e0833,Anna Parsons,Transport Query,21,2024-01-03 00:00:00.952924,1459
fa8a2800-65e9-4f45-97dd-a3f6c1ae4ab6,Kristen Montoya,Traffic Signal Fault,25,2024-02-01 00:00:00.287556,1853
19e6d695-ac26-471b-95b9-dee924831b61,Dean Young,Toll Issue,14,2024-01-09 00:00:00.425394,1869
eb4de1fe-78f7-40fa-8340-2c406f429ad7,Stephanie Ortega,Accident,27,2024-03-29 00:00:00.855095,1686
c8672056-23f1-47cc-ba6b-01d68751afa8,Kimberly Reid,Toll Issue,8,2024-02-21 00:00:00.862627,1036
b8e5060e-4893-4d2b-b26d-c16c3d2102e8,Stephanie Ortega,Road Block,18,2024-03-24 00:00:00.106456,1503
8d0265d0-7667-4ec9-91ab-7f88a3332aa9,David Price,Toll Issue,24,2024-03-22 00:00:00.592611,1491
097e5b17-93b0-408d-8999-e93004e8e35f,Kristina Werner,Complaint,22,2024-03-03 00:00:00.648390,1490
35661f7b-8bfc-494d-8d30-909532440568,Keith Preston,Road Block,29,2024-02-29 00:00:00.244878,1246
67bc5008-a9fb-43a5-903f-e6250dd1f7c7,Joseph Gray,Road Block,7,2024-06-04 00:00:00.886153,1137
11b7f43e-dfad-46f4-b399-08fdc9502a0a,Joseph Roberts,Transport Query,18,2024-01-06 00:00:00.014784,1026
29ad8b5a-5caf-4e34-b281-38496d85efcf,Anna Parsons,Traffic Signal Fault,25,2024-05-05 00:00:00.808763,1992
9d782153-cb62-4850-b75b-9c83131f9082,Regina Conley,Accident,12,2024-03-18 00:00:00.783683,1052
82047f0a-c1df-45ea-87f3-fc844be8ea03,Matthew Robinson,Traffic Signal Fault,29,2024-06-03 00:00:00.355119,1745
425bc473-ebb4-4c81-8ede-eb3790aab840,Regina Conley,Transport Query,23,2024-02-01 00:00:00.139123,1853
07dc2c1e-370a-4587-af31-a9bac2983508,Andrew Boyer,Traffic Signal Fault,14,2024-03-22 00:00:00.602878,1491
653f53d8-020c-46f8-92e4-8d0bba69e0e1,Christine Christensen,Road Block,13,2024-03-08 00:00:00.113510,1654
efe5a51f-aee6-4ad5-8053-dad68ad50e15,Jerry Johnson,Complaint,21,2024-05-05 00:00:00.442238,1992
445bf6e7-60fd-4a66-bc4b-e02d00f584b5,Jessica Nunez,Toll Issue,6,2024-03-29 00:00:00.895370,1686
616176fe-241b-4f51-a66f-9c8609020e0c,Andrew Boyer,Transport Query,4,2024-03-18 00:00:00.813388,1052
367a43f9-a72b-40f7-bca3-907beb8a953f,Stephanie Ortega,Complaint,4,2024-06-22 00:00:00.214094,1280
41884def-2f88-4ae1-9530-cbc151bbcb8c,Christine Christensen,Traffic Signal Fault,15,2024-03-08 00:00:00.965466,1654
8ab77ea8-ba4a-4f68-9727-996314a4ac5b,Matthew Robinson,Traffic Signal Fault,24,2024-02-01 00:00:00.727056,1853
8a3a1166-06d0-4174-b060-c4c95fb4543f,Jeffrey Harding,Accident,14,2024-03-18 00:00:00.591660,1052
67f0970e-84b7-49d2-97a9-046d434a16df,Jessica Nunez,Complaint,4,2024-03-08 00:00:00.749589,1654
0a266291-c1c5-48c8-81b6-4d4a10650b1d,Mary Allen,Complaint,29,2024-06-22 00:00:00.658909,1280
fe7e4ee2-c27d-4375-9c30-72793d99d051,Michael Gonzalez,Transport Query,15,2024-02-29 00:00:00.625226,1246
ddaa57a6-8dce-4a44-a530-770460ba970d,Ralph Horton,Traffic Signal Fault,16,2024-04-26 00:00:00.309602,1889
565046d5-3c17-4bd3-bccc-060fe9763172,Krista Taylor,Accident,14,2024-02-01 00:00:00.290474,1853
f6b9012f-f464-4048-aa71-d592f23f484e,Kenneth Wells,Toll Issue,27,2024-02-21 00:00:00.571841,1036
4929dd73-4426-4994-827c-0cf8a626ec38,Matthew Keller,Transport Query,13,2024-03-08 00:00:00.886841,1654
96dc9e54-df67-4f32-9dfe-0929380a0727,Joseph Roberts,Toll Issue,26,2024-02-01 00:00:00.608440,1853
8d76a268-8f31-4530-8821-07fc5db54040,Mary Allen,Traffic Signal Fault,2,2024-01-14 00:00:00.718792,1090
c299b0a5-80a5-4b3b-aff6-0c9b8d2d5822,Joshua Jones,Road Block,28,2024-04-26 00:00:00.762428,1889
8f74066e-d7d5-4468-a28f-27b96b075ce8,Benjamin Hammond,Complaint,28,2024-02-09 00:00:00.585316,1632
d942d83b-2fd9-44fd-ace5-ebd4bbe53c8c,Robert Bell,Toll Issue,13,2024-04-26 00:00:00.209101,1889
c59c03da-0a79-40a4-8d48-937da41cc2ef,Matthew Robinson,Complaint,13,2024-01-03 00:00:00.559019,1459
a280c547-8306-4c1f-a9be-1121cd4a02f1,Shannon Simpson MD,Road Block,9,2024-03-29 00:00:00.275004,1686
c02d1785-e090-4f2e-9cbc-dbcde2746519,Ralph David,Toll Issue,7,2024-06-20 00:00:00.061324,1903
a7c4da20-6bcf-4e80-acdd-a71544e1d1dc,Robert Bell,Accident,6,2024-01-14 00:00:00.216445,1090
ab841fb2-fa05-44e4-a13e-195b92eec2af,Carrie Quinn,Toll Issue,6,2024-03-18 00:00:00.830385,1052
5cc68798-f564-4825-9463-f9f12635fa83,Jason Thompson,Traffic Signal Fault,1,2024-03-24 00:00:00.733066,1503
21c0c992-f8ea-4fbc-a429-71022fd45141,Jon Ward,Road Block,30,2024-06-03 00:00:00.183455,1745
8db755ec-1e43-4122-b2ec-1ef748a1cdb3,Christine Christensen,Toll Issue,3,2024-02-09 00:00:00.154551,1632
f2c8d557-2a92-49d6-a659-1ab54b133685,Keith Preston,Accident,12,2024-01-21 00:00:00.981969,1675
cef7f72a-07c8-4d5c-bc65-bb9ff9cac840,Jason Thompson,Traffic Signal Fault,21,2024-06-04 00:00:00.074178,1137
ef61bff3-fe24-47b7-bda8-d69343849a75,Susan Turner,Accident,10,2024-06-03 00:00:00.317945,1745
b8122bc4-8eb8-428f-ae49-da3825911674,Hailey Hopkins,Road Block,2,2024-02-29 00:00:00.535892,1246
dc444414-7ca4-4875-8694-005eda6b9492,Nicole Stone,Transport Query,4,2024-04-26 00:00:00.027531,1889
e3495032-a178-4aa7-93f8-f14075042f21,Keith Preston,Traffic Signal Fault,15,2024-06-20 00:00:00.261152,1903
37fbd32f-5023-4606-8a5c-004932ff96ee,Nancy Dawson,Accident,1,2024-06-20 00:00:00.311394,1903
532f3a40-28b3-48e2-be84-aeb6d8bb2dc4,Samantha Holland,Transport Query,15,2024-03-29 00:00:00.873166,1686
63a723da-9393-480d-aee9-fe970e4ebbcd,Mary Allen,Traffic Signal Fault,15,2024-01-31 00:00:00.767807,1559
d6ca239b-9d2c-41a0-b8c1-5f59f4291554,Joanne Allen,Traffic Signal Fault,22,2024-01-21 00:00:00.351933,1675
52d81379-72d5-4665-94d0-6021dac717f3,Matthew Keller,Road Block,10,2024-01-14 00:00:00.876839,1090
9a171735-6112-4f6e-a20a-922deb613442,Kenneth Wells,Traffic Signal Fault,22,2024-01-23 00:00:00.986452,1688
b9b626da-acf0-4620-b74d-3dbf625e3cfb,Carrie Quinn,Accident,6,2024-02-01 00:00:00.943447,1853
8753c763-4318-48fb-8771-d4a071910f01,Kristen Montoya,Road Block,22,2024-02-01 00:00:00.939414,1853
96621974-374e-48d6-99bd-5ba3a48807d3,Christine Christensen,Transport Query,15,2024-03-24 00:00:00.556556,1503
966031fe-3f97-4e5d-ab4a-a7f201a37b48,Shannon Simpson MD,Accident,8,2024-06-20 00:00:00.113886,1903
15bc37e2-7944-42de-9eaa-dd77191de4e2,Joanne Allen,Accident,29,2024-06-03 00:00:00.015423,1745
dd3f2a8d-902a-40d3-9a7f-375952aff46c,Susan Turner,Transport Query,29,2024-04-26 00:00:00.894883,1889
b7bc611b-4208-4ba7-a935-1efc07450d73,Cameron Cordova,Transport Query,26,2024-04-26 00:00:00.922849,1889
f257dc31-c194-4ccf-9ec0-02442810e5bf,Jonathan Hopkins,Toll Issue,12,2024-03-08 00:00:00.346166,1654
6feb2cd9-d90d-4ec9-9495-182359834add,Joseph Roberts,Complaint,20,2024-01-23 00:00:00.471545,1688
7ff964f8-bfe9-40a2-8bb5-f313aceea77b,Richard Pugh,Accident,6,2024-02-01 00:00:00.845435,1853
ce6de037-82e8-4a2e-9cce-ed2e9057a09b,Andrew Boyer,Complaint,26,2024-06-04 00:00:00.196349,1137
bd227a83-a8a6-49ca-87e3-9db294869b40,Robert Bell,Complaint,5,2024-03-28 00:00:00.003595,1128
25cfcd8d-46e6-46d0-82c0-cc2be5db3d12,Matthew Robinson,Transport Query,29,2024-01-31 00:00:00.132526,1559
505e7782-5494-4a51-a264-ed7792bbc1fe,Anna Parsons,Complaint,16,2024-01-23 00:00:00.390149,1688
5d416f3a-5bdc-4c71-b104-f2f63fd622a6,Krista Taylor,Toll Issue,30,2024-06-03 00:00:00.743757,1745
9e20ea5c-a2f1-42f4-9bb6-f3c7fb6125c0,Kristina Werner,Accident,12,2024-01-03 00:00:00.704095,1459
44cdbd03-6393-4a9c-b78c-e851473114f5,Cynthia Freeman,Accident,27,2024-06-22 00:00:00.448761,1280
36661fd0-e0b8-4869-baf3-3cfa74ff563e,Erik Webb,Accident,24,2024-02-09 00:00:00.196081,1632
78879516-f2fc-48ba-83e1-93874ad796a6,Shawn Moses,Accident,22,2024-03-08 00:00:00.206161,1654
a3f9e0fe-990d-4543-b4ab-a65e0a2b66fa,Carrie Quinn,Road Block,30,2024-02-01 00:00:00.151626,1853
bcd3609a-056c-417b-9f02-32e60da48cdb,Matthew Keller,Toll Issue,9,2024-03-03 00:00:00.779710,1490
5c223f40-b937-4ee8-a146-1978eb99d838,Joseph Roberts,Accident,23,2024-03-08 00:00:00.015499,1654
879670eb-3ac4-4419-8437-4c1273ed29c0,Keith Preston,Road Block,26,2024-06-04 00:00:00.156532,1137
281930c6-baf9-4c9c-968a-cc2e0c304408,Julia Jones,Accident,29,2024-02-21 00:00:00.420976,1036
3c61f697-7eea-48f1-aa78-7b371b1a8541,Andrew Boyer,Road Block,27,2024-01-09 00:00:00.454025,1869
b7f5da6b-d7d6-4c11-8fe3-fc2594360f47,Jason Thompson,Traffic Signal Fault,16,2024-02-09 00:00:00.886628,1632
dbca56e4-6617-48f5-aa09-2cb64a70f5ff,Nancy Dawson,Road Block,22,2024-03-28 00:00:00.809479,1128
e6fc906e-453e-44b5-bb1d-75f55225b403,Benjamin Hammond,Road Block,29,2024-02-29 00:00:00.525697,1246
87508c21-bf70-41d4-a551-30926b45812d,Anna Parsons,Toll Issue,26,2024-01-03 00:00:00.765729,1459
38bffb36-e5c7-4851-956b-1826cb0d9c6b,Mr. Richard Robinson Jr.,Toll Issue,21,2024-03-29 00:00:00.047659,1686
77157144-1af4-4bd4-b436-c4fd937a6f09,Andrew Boyer,Traffic Signal Fault,24,2024-01-23 00:00:00.245433,1688
4d9725bf-d137-4b73-bf6c-803b012fa24d,Sean Harvey,Toll Issue,26,2024-06-04 00:00:00.809711,1137
01e50ca6-6385-4260-b636-c0e8aefc35bd,Keith Durham,Accident,23,2024-06-20 00:00:00.256091,1903
3555e35e-e84e-4870-9319-db6d1ed1efd3,Stacey Lambert,Traffic Signal Fault,26,2024-02-09 00:00:00.278746,1632
22171ba1-baed-49fa-9aff-c452c344b45b,Krista Taylor,Road Block,13,2024-01-03 00:00:00.202995,1459
10f9e1f2-faf4-4998-b4f7-eb255d78f60e,Stacey Lambert,Road Block,3,2024-06-20 00:00:00.881046,1903
67837030-7f1b-47cb-94e2-5141ed2ec6a9,Shannon Simpson MD,Traffic Signal Fault,11,2024-04-26 00:00:00.773593,1889
454fd91b-3e5d-4f95-a492-ba0c31398ecb,Christine Christensen,Traffic Signal Fault,23,2024-03-24 00:00:00.185793,1503
c291ac4c-7689-4572-bc8d-49761a4f1c4c,Shawn Moses,Accident,5,2024-01-06 00:00:00.072789,1026
92edc8c9-4d2e-4c1d-8ee8-ae8d76a474bf,Anna Parsons,Road Block,14,2024-01-31 00:00:00.847318,1559
09e48974-0a2e-4197-8d2c-17b0c314dbed,Anna Parsons,Toll Issue,17,2024-02-29 00:00:00.207805,1246
c37cac85-5cf3-4ccc-bb9e-88a7ca47d81a,Richard Pugh,Transport Query,7,2024-01-09 00:00:00.588733,1869
dea32357-49df-4ef1-9e2b-25a95bfe3dd3,Joshua Jones,Toll Issue,22,2024-04-10 00:00:00.313812,1646
d2eb6f2e-0801-4d9d-86f6-6b026e764181,Susan Turner,Road Block,2,2024-03-29 00:00:00.240847,1686
31fa7b9e-85bc-4c73-ba14-01f3912a98e4,Krista Taylor,Road Block,15,2024-02-01 00:00:00.657920,1853
bf358c2f-b15a-4ab7-a208-c7fc9880d7f1,Anna Parsons,Accident,10,2024-06-03 00:00:00.389311,1745
7b12a3ed-cd6c-4740-96cf-417b06306105,Krista Taylor,Complaint,27,2024-01-21 00:00:00.509480,1675
872d34de-67d2-43c6-82c4-7226ab892fe6,Nancy Dawson,Road Block,13,2024-03-08 00:00:00.941182,1654
e4f947f0-0e5a-4e41-bbc8-c4a3e435444f,Jason Thompson,Accident,20,2024-01-14 00:00:00.945701,1090
8b7c8b4d-6b58-4b43-ba71-b0b7c70d66b1,Sean Harvey,Toll Issue,9,2024-02-29 00:00:00.092032,1246
e9bb61ea-6d82-4710-aead-0e909b4fce32,Krista Taylor,Transport Query,2,2024-01-09 00:00:00.875972,1869
d86bbd02-bfc8-443e-abc0-d626d526718a,Shawn Moses,Transport Query,22,2024-01-03 00:00:00.408676,1459
f0d09889-2c91-45b5-92d5-672826646183,Kristina Werner,Accident,15,2024-02-21 00:00:00.324598,1036
40042136-e054-42fa-97fe-f98c4af463fd,Jonathan Hopkins,Road Block,12,2024-03-08 00:00:00.677028,1654
8cf1d47e-4817-48f3-a0f0-ca8acab597b0,Mr. Richard Robinson Jr.,Complaint,10,2024-06-03 00:00:00.128676,1745
e389050a-7922-402e-86cb-dd4257e39ba7,Carrie Quinn,Complaint,30,2024-05-05 00:00:00.702781,1992
05385bb2-d9d1-4068-b02a-d1c372c921fb,Robert Bell,Transport Query,2,2024-01-31 00:00:00.521139,1559
97568714-b8b7-4d29-9467-16bf573c6cde,Michael Gonzalez,Accident,30,2024-02-01 00:00:00.862947,1853
4f7c5caa-9ae7-4076-a5f8-f79bf9b8c292,Joanne Allen,Accident,10,2024-03-24 00:00:00.120463,1503
fa01fb04-e097-4b52-996e-b407c36280dc,Andrew Boyer,Complaint,18,2024-03-22 00:00:00.236440,1491
842e1e9e-3db2-459a-becd-2b99b07c2206,Ralph Horton,Accident,1,2024-03-03 00:00:00.591187,1490
64f24264-8ac8-43fd-b317-5575ce3c71e7,Joshua Jones,Traffic Signal Fault,24,2024-03-03 00:00:00.570545,1490
d4421a5d-5fbf-4f4d-a639-67c265503d16,Sean Harvey,Road Block,25,2024-01-21 00:00:00.305126,1675
22cee6bf-81b2-4ac5-aec8-37deacdea74a,Samantha Holland,Complaint,15,2024-06-22 00:00:00.771757,1280
10d4bb71-98bc-41b4-994f-1fa313e718d7,Robert Bell,Road Block,24,2024-01-23 00:00:00.138458,1688
613c0233-fb27-461c-bcac-82713d226ef4,Kimberly Reid,Traffic Signal Fault,7,2024-01-09 00:00:00.024947,1869
6de57cdb-8884-4b64-922c-3ed397fd1d36,Joseph Gray,Toll Issue,5,2024-03-24 00:00:00.234703,1503
d56566f4-4253-456f-b302-4034959e047d,Matthew Keller,Transport Query,22,2024-01-14 00:00:00.313855,1090
c046bbf6-b376-47b2-b982-a4873561f30f,Jon Ward,Road Block,27,2024-02-29 00:00:00.556383,1246
c51b88d1-23fd-479a-a22e-e55ffdbe603a,Sean Harvey,Road Block,15,2024-03-29 00:00:00.724870,1686
02a20ff1-3241-4ac5-8f40-6ca2498b655e,Shawn Moses,Transport Query,8,2024-01-14 00:00:00.899127,1090
210f37dc-3186-47f3-ba8f-dbc501e37617,Cameron Cordova,Transport Query,18,2024-01-21 00:00:00.328473,1675
a77018e5-986f-40ee-aaee-4cab5a2f961c,Joshua Jones,Toll Issue,7,2024-01-03 00:00:00.353453,1459
b687a054-9666-4a35-bc28-bb75233dc339,Keith Durham,Accident,11,2024-02-01 00:00:00.620964,1853
91262360-7216-4afa-8762-3cc1a22c89c6,Jerry Johnson,Traffic Signal Fault,20,2024-02-29 00:00:00.055722,1246
b0623d07-62e1-4a2c-9271-b2e5b951cafe,Keith Preston,Complaint,8,2024-03-22 00:00:00.107084,1491
6152d2c1-c5e4-46ac-b0ec-68e8d830a9d9,Julia Jones,Transport Query,24,2024-01-31 00:00:00.616209,1559
65ea3932-532a-4b11-aa09-acdcfee75d90,Dean Young,Traffic Signal Fault,13,2024-01-23 00:00:00.630585,1688
cf166135-e2a2-4aba-b0ab-a0a566dd8bee,Mr. Richard Robinson Jr.,Road Block,14,2024-04-10 00:00:00.368669,1646
154b778b-f163-468a-9ec5-c1f4f12a7de1,Sean Harvey,Accident,28,2024-01-03 00:00:00.641114,1459
a5cb5b92-8855-4b85-8fce-f7837aee38d8,Hailey Hopkins,Toll Issue,11,2024-03-29 00:00:00.772510,1686
88b90b46-a117-4623-91b8-418add1934b8,Mary Allen,Transport Query,3,2024-04-10 00:00:00.098655,1646
3c5d29b8-26c5-452b-8b48-3a8157d2a496,Jason Thompson,Road Block,30,2024-03-22 00:00:00.307279,1491
88364255-3e4e-478a-9892-0c72592a847f,Carrie Quinn,Traffic Signal Fault,28,2024-01-03 00:00:00.693556,1459
992fae6b-c22c-44a6-8a6a-efdc767993b0,Kristina Werner,Road Block,21,2024-06-03 00:00:00.296077,1745
089afafa-8a4b-472a-9a13-4e2f2c799de5,Jennifer Stanley,Accident,26,2024-06-22 00:00:00.216807,1280
84db0aa4-0bc8-4d59-8b14-caa79d15fcac,Christine Christensen,Traffic Signal Fault,3,2024-02-01 00:00:00.540778,1853
3968d0c2-3037-4265-a606-f0a019a016c1,Susan Turner,Transport Query,26,2024-01-03 00:00:00.748641,1459
6cb0ad2e-4792-4915-b48a-e1156fdbf359,Jon Ward,Transport Query,23,2024-06-22 00:00:00.516336,1280
3a4e9958-d3cd-483e-97a3-9a1505d10f17,Regina Conley,Toll Issue,29,2024-05-05 00:00:00.351023,1992
e3b23386-ce88-45f4-8c30-1b7b21c88970,Cameron Cordova,Complaint,24,2024-01-06 00:00:00.993846,1026
9242bb15-ffaf-4a5b-a3fd-5a5676479b6e,Susan Turner,Toll Issue,21,2024-01-31 00:00:00.269045,1559
99e0577a-4771-4964-9edb-c50dcda3a6d5,Mr. Richard Robinson Jr.,Road Block,11,2024-06-20 00:00:00.673377,1903
d471fe7e-7ef8-414a-945a-515af14def98,Joseph Roberts,Complaint,21,2024-06-20 00:00:00.931437,1903
41ed976c-fca1-464b-844b-2cb036430bd1,Hailey Hopkins,Accident,26,2024-06-04 00:00:00.412234,1137
ad3ab475-0bc4-4ed3-9cbb-3df851c4d87b,Krista Taylor,Toll Issue,1,2024-03-29 00:00:00.391000,1686
3a03887f-5a08-4c45-9de4-aecc28d62e06,Andrew Boyer,Complaint,28,2024-06-22 00:00:00.982967,1280
